OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
1155,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_2F-6000,0.400000000000000,Two-Family Residential,ART65-SUB008-0,0.012870153775203,0.000005619680502,
1156,CF,Dorchester Neighborhood,5A-5E,65,Comm/Instit,Art65_CF,2.000000000000000,Community Facilities,ART65-SUB018-0,0.076230455974010,0.000211278983104,
1157,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-5000,0.500000000000000,One-Family Residential,ART65-SUB002-0,0.014022202416643,0.000007355841979,
1158,LC,Dorchester Neighborhood,5A-5E,65,Business,Art65_LC,1.000000000000000,Local Convenience,ART65-SUB021-0,0.011406348476805,0.000004196663560,
1159,1F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-6000,0.500000000000000,One-Family Residential,ART65-SUB003-0,0.022358228439972,0.000011668608965,
1160,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-RC,,Recreation Open Space,ART65-SUB031-0,0.004047316089897,0.000000718448734,
1161,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_2F-5000,0.500000000000000,Two-Family Residential,ART65-SUB007-0,0.007942212694369,0.000002567005942,
1162,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-RC,,Recreation Open Space,ART65-SUB031-0,0.002775398723385,0.000000446487775,
1163,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-5000,0.500000000000000,One-Family Residential,ART65-SUB002-0,0.005092879657243,0.000001158363159,
1164,LC,Dorchester Neighborhood,5A-5E,65,Business,Art65_LC,1.000000000000000,Local Convenience,ART65-SUB021-0,0.003570943238766,0.000000535687583,
1165,1F-3000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-3000,0.500000000000000,One-Family Residential,ART65-SUB001-0,0.011940950297084,0.000004678593917,
1166,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_2F-5000,0.500000000000000,Two-Family Residential,ART65-SUB007-0,0.013997389221884,0.000002865531864,
1167,NS,Dorchester Neighborhood,5A-5E,65,Business,Art65_NS,1.000000000000000,Neighborhood Shopping,ART65-SUB026-0,0.026642973371853,0.000013627995995,
1168,LI,Dorchester Neighborhood,5A-5E,65,Industrial,Art65_LI,2.000000000000000,Local Industrial,ART65-SUB022-0,0.023845675690798,0.000017283383862,
1169,LC,Dorchester Neighborhood,5A-5E,65,Business,Art65_LC,1.000000000000000,Local Convenience,ART65-SUB021-0,0.020732905881920,0.000008375046052,
1170,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-5000,0.500000000000000,One-Family Residential,ART65-SUB002-0,0.016213086516403,0.000007682241731,
1171,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-RC,,Recreation Open Space,ART65-SUB031-0,0.002621337910888,0.000000262709138,
1172,CC,Dorchester Neighborhood,5A-5E,65,Business,Art65_CC,2.000000000000000,Community Commercial,ART65-SUB017-0,0.036929500920993,0.000036231335450,
1173,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_2F-5000,0.500000000000000,Two-Family Residential,ART65-SUB007-0,0.018436341095356,0.000007687717919,
1174,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_3F-5000,0.500000000000000,Three-Family Residential,ART65-SUB010-0,0.017372565964124,0.000005398634838,
1175,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-RC,,Recreation Open Space,ART65-SUB031-0,0.008937474762529,0.000003904774090,
1176,1F-7000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-7000,0.400000000000000,One-Family Residential,ART65-SUB004-0,0.023173237052965,0.000011669377016,
1177,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_1F-5000,0.500000000000000,One-Family Residential,ART65-SUB002-0,0.013886314873488,0.000004927879961,
1178,OS-CM,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-CM,,Open Space Cemetery,ART65-SUB028-0,0.032723406684393,0.000031434706885,
1179,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-P,,Parkland Open Space,ART65-SUB030-0,0.011336623510601,0.000005277521366,
1180,OS-SL,Dorchester Neighborhood,5A-5E,65,Open Space,Art65_OS-SL,,Shoreland Open Space,ART65-SUB032-0,0.009509886927070,0.000001439433320,
1181,CF,Dorchester Neighborhood,5A-5E,65,Comm/Instit,Art65_CF,2.000000000000000,Community Facilities,ART65-SUB018-0,0.002867783371605,0.000000406334450,
1182,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Art65_3F-5000,0.500000000000000,Three-Family Residential,ART65-SUB010-0,0.012936114334393,0.000005336271833,
1183,CC,Dorchester Neighborhood,5A-5E,65,Business,Art65_CC,2.000000000000000,Community Commercial,ART65-SUB017-0,0.027498748181353,0.000041117352181,
1184,1F-3000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_1F-3000,0.600000000000000,One-Family Residential,ART55-SUB001-0,0.014741495036827,0.000006068764577,
1185,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.010043818994704,0.000003823807478,
1186,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-5000,0.600000000000000,Two-Family Residential,ART55-SUB007-0,0.034451708347376,0.000018332027691,
1187,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.006595841332677,0.000002436137447,
1188,NI,Jamaica Plain Neighborhood,9A-9C,55,Comm/Instit,Art55_NI,0.500000000000000,Neighborhood Institutional,ART55-SUB017-0,0.008658195690408,0.000004431244868,
1189,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.008971911988397,0.000002080039690,
1190,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.012501966204773,0.000004019112534,
1191,OS-UW,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-UW,,Urban Wild Open Space,ART55-SUB028-0,0.002850715479919,0.000000456157937,
1192,OS,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS,,Open Space,ART55-SUB022-0,0.002015398621966,0.000000159782745,"MULTIPOLYGON (((-71.108948483999939 42.325491213000078, -71.108791433999954 42.325638695000066, -71.10874828599998 42.325679605000062, -71.108804561999989 42.325686801000074, -71.109356408999986 42.325864358000047, -71.109585245999938 42.325937984000063, -71.109566158999939 42.325878671000055, -71.109529567999971 42.32576496300004, -71.10917828099997 42.325563268000053, -71.109007857999984 42.325461231000077, -71.108990853999956 42.325451050000026, -71.108948483999939 42.325491213000078)))"
1193,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.005640432082330,0.000001518302442,
1194,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.015783514004009,0.000006062186548,
1195,NI-VA-3,Jamaica Plain Neighborhood,9B,55,Comm/Instit,Art55_NI-VA-3,1.000000000000000,Neighborhood Institutional,ART55-SUB019-0,0.015978726530067,0.000008673839805,
1196,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.050640340922721,0.000072489632317,
1197,1F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_1F-9000,0.300000000000000,One-Family Residential,ART55-SUB005-0,0.009655757667905,0.000004344053083,
1198,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.002567174528977,0.000000370557235,
1199,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.005855608035971,0.000001435941845,
1200,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-4000,0.600000000000000,Two-Family Residential,ART55-SUB006-0,0.014188837480168,0.000007756046422,
1201,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.018715233608331,0.000006966476804,
1202,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.006701288210271,0.000001206654792,
1203,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Art55_LI,1.000000000000000,Local Industrial,ART55-SUB015-0,0.007590292674221,0.000001952010711,
1204,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.032979186798972,0.000007480356778,
1205,2F-7000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-7000,0.500000000000000,Two-Family Residential,ART55-SUB008-0,0.038230734882269,0.000024927974219,
1206,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.009288745225183,0.000002211623010,
1207,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.003907324423024,0.000000541076114,
1208,OS-G,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-G,,Community Garden Open Space,ART55-SUB025-0,0.002693762738265,0.000000374745214,
1209,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-P,,Parkland Open Space,ART55-SUB026-0,0.001140986174184,0.000000088786829,
1210,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.002671378928211,0.000000360474601,
1211,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.019153008866474,0.000013776025862,
1212,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.002705447786530,0.000000452674124,
1213,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_NS,2.000000000000000,Neighborhood Shopping,ART55-SUB020-0,0.024124872779543,0.000006069009078,
1214,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.018354070992038,0.000002999882199,
1215,IDA,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Art55_IDA,2.000000000000000,Industrial Development Area,ART55-SUB013-0,0.016694237063023,0.000008717774142,
1216,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-5000,0.600000000000000,Three-Family Residential,ART55-SUB011-0,0.004575212681933,0.000001180193863,
1217,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Art55_LI,1.000000000000000,Local Industrial,ART55-SUB015-0,0.077060787286294,0.000023637545630,
1218,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.005507540099831,0.000000611803863,
1219,2F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-9000,0.500000000000000,Two-Family Residential,ART55-SUB009-0,0.030524168416257,0.000013141950199,
1220,OS-A,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-A,,Air-Right Open Space,ART55-SUB021-0,0.095270537185631,0.000015089698166,
1221,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.071332395438702,0.000032833998834,
1222,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.010575546912172,0.000002907712957,
1223,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-4000,0.600000000000000,Two-Family Residential,ART55-SUB006-0,0.008459875910547,0.000002229649270,
1224,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.027403677956356,0.000005643211243,
1225,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.003435949774316,0.000000680717576,
1226,1F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_1F-5000,0.500000000000000,One-Family Residential,ART55-SUB003-0,0.009653593487390,0.000003541293326,
1227,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Art55_LI,1.000000000000000,Local Industrial,ART55-SUB015-0,0.007561993141616,0.000001856728335,
1228,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-4000,0.600000000000000,Two-Family Residential,ART55-SUB006-0,0.015384452899412,0.000005145653305,
1229,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.007625594118764,0.000002840860423,
1230,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.004340057570936,0.000001021725952,
1231,OS-G,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-G,,Community Garden Open Space,ART55-SUB025-0,0.001106676394021,0.000000073195241,"MULTIPOLYGON (((-71.111995291999961 42.296488392000072, -71.111781644999951 42.29666964900008, -71.111781879999967 42.296669805000079, -71.111906387999966 42.296752725000033, -71.112004212999977 42.296815868000067, -71.112226194999948 42.296642746000032, -71.112226447999944 42.296642548000079, -71.112126641999964 42.296575081000071, -71.112106646999962 42.296562370000061, -71.111996040999941 42.296488082000053, -71.111995826999987 42.296487938000041, -71.111995291999961 42.296488392000072)))"
1232,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.002454292450424,0.000000323315376,
1233,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.003075261294431,0.000000376723980,
1234,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-5000,0.600000000000000,Two-Family Residential,ART55-SUB007-0,0.008430800581783,0.000002233764674,
1235,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.023674883033565,0.000007446383572,
1236,1F-6000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_1F-6000,0.400000000000000,One-Family Residential,ART55-SUB004-0,0.013720446413461,0.000005763856379,
1237,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.025047047588886,0.000006592179409,
1238,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.002019114412096,0.000000244135221,
1239,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.003258219908857,0.000000560487391,
1240,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-P,,Parkland Open Space,ART55-SUB026-0,0.002721131866077,0.000000233633493,"MULTIPOLYGON (((-71.115571814999953 42.309300600000029, -71.115540560999989 42.309417612000061, -71.115425164999976 42.309849646000032, -71.115422191999983 42.30986077700004, -71.11556496999998 42.309759683000038, -71.115774740999939 42.309615407000081, -71.116416236999953 42.30917413800006, -71.116450575999977 42.309150516000045, -71.115571817999978 42.309300599000039, -71.115571814999953 42.309300600000029)))"
1241,2F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-9000,0.500000000000000,Two-Family Residential,ART55-SUB009-0,0.018589863600225,0.000013744460471,
1242,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-P,,Parkland Open Space,ART55-SUB026-0,0.003609944816989,0.000000592112803,
1243,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-5000,0.600000000000000,Three-Family Residential,ART55-SUB011-0,0.006530539156752,0.000001405741309,
1244,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.005240573628551,0.000001262822529,
1245,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.011342523070695,0.000005499995950,
1246,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.002044703106825,0.000000220394744,
1247,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.005696336376078,0.000000997118826,
1248,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.007569315958641,0.000001710987332,
1249,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Art55_LI,1.000000000000000,Local Industrial,ART55-SUB015-0,0.013633983209855,0.000004660154886,
1250,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.004263332915079,0.000000561846771,
1251,OS-CM,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-CM,,Cemetery Open Space,ART55-SUB024-0,0.004380602407535,0.000000612988514,
1252,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-5000,0.600000000000000,Three-Family Residential,ART55-SUB011-0,0.017517275381600,0.000009391905021,
1253,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-5000,0.600000000000000,Two-Family Residential,ART55-SUB007-0,0.021789040162596,0.000015953806496,
1254,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_NS,2.000000000000000,Neighborhood Shopping,ART55-SUB020-0,0.017140507442720,0.000005401318864,
1255,1F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_1F-9000,0.300000000000000,One-Family Residential,ART55-SUB005-0,0.009734847453829,0.000003520709685,
1256,2F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_2F-9000,0.500000000000000,Two-Family Residential,ART55-SUB009-0,0.032635437664997,0.000016328692190,
1257,OS,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS,,Open Space,ART55-SUB022-0,0.001166762722813,0.000000084544223,"MULTIPOLYGON (((-71.115486061999945 42.311486260000038, -71.115382974999989 42.311555898000051, -71.115379237999946 42.311558422000076, -71.115397921999943 42.311825243000044, -71.115471355999944 42.311883109000064, -71.115579618999959 42.31180149000005, -71.115748588999963 42.31167410300003, -71.115751006999972 42.311672280000039, -71.115577693999967 42.311547178000069, -71.115489804999982 42.311483731000067, -71.115486061999945 42.311486260000038)))"
1258,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.003831965985086,0.000000489054051,
1259,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.004981596770156,0.000000899504771,
1260,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_MFR,1.000000000000000,Multifamily Residential,ART55-SUB016-0,0.006161742439473,0.000002057651129,
1261,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_LC,1.000000000000000,Local Convenience,ART55-SUB014-0,0.009291714170730,0.000001680887745,
1262,CPS,Jamaica Plain Neighborhood,9A-9C,55,Miscellaneous,Art55_CPS,0.300000000000000,Conservation Protection,ART55-SUB012-0,0.026522211574210,0.000031263837273,
1263,OS-BZ,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-BZ,,Botanical/Zoological Garden Open Space,ART55-SUB023-0,0.019024454185142,0.000008929096935,
1264,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-4000,0.800000000000000,Three-Family Residential,ART55-SUB010-0,0.031592735664789,0.000015796403253,
1265,OS,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS,,Open Space,ART55-SUB022-0,0.000788150529133,0.000000032504848,"MULTIPOLYGON (((-71.106504343999973 42.304766036000046, -71.106601080999951 42.304837100000043, -71.106604231999938 42.304834145000029, -71.106800297999939 42.304650317000039, -71.106706119999956 42.304580600000065, -71.106702378999955 42.304577830000028, -71.106504343999973 42.304766036000046)))"
1266,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Art55_3F-5000,0.600000000000000,Three-Family Residential,ART55-SUB011-0,0.051518425890249,0.000044956620278,
1267,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-RC,,Recreation Open Space,ART55-SUB027-0,0.004335457741104,0.000001167193536,"MULTIPOLYGON (((-71.112592874999962 42.306914207000034, -71.112728067999967 42.307892253000034, -71.113890285999958 42.307801808000079, -71.113886160999982 42.307753451000053, -71.113765514999955 42.30683889200003, -71.113760512999988 42.30680097100003, -71.112592874999962 42.306914207000034)))"
1268,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_NS,2.000000000000000,Neighborhood Shopping,ART55-SUB020-0,0.010548394868251,0.000002006540405,
1269,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_NS,2.000000000000000,Neighborhood Shopping,ART55-SUB020-0,0.010538452678149,0.000004537849639,
1270,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Art55_NS,2.000000000000000,Neighborhood Shopping,ART55-SUB020-0,0.010152465846609,0.000002524340857,
1271,OS-CM,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-CM,,Cemetery Open Space,ART55-SUB024-0,0.059347675577416,0.000123546506147,
1272,OS-BZ,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Art55_OS-BZ,,Botanical/Zoological Garden Open Space,ART55-SUB023-0,0.062355193625745,0.000116506009862,
1273,NS,Dorchester Neighborhood,5E,65,Business,Art65_NS,1.000000000000000,Neighborhood Shopping,ART65-SUB026-0,0.000481491938511,0.000000013679300,"MULTIPOLYGON (((-71.04177965599996 42.285293539000065, -71.041842988999974 42.285212853000075, -71.041715716999988 42.285157965000053, -71.041652484999986 42.285236801000053, -71.04177965599996 42.285293539000065)))"
1274,CC,Dorchester Neighborhood,5A-5E,65,Business,Art65_CC,2.000000000000000,Community Commercial,ART65-SUB017-0,0.036929500920993,0.000036231335450,
1275,CC,Dorchester Neighborhood,5A-5E,65,Business,Art65_CC,2.000000000000000,Community Commercial,ART65-SUB017-0,0.036929500920993,0.000036231335450,
1276,OS-CM,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-CM,,Cemetery Open Space,OSCMART62,0.003379756339226,0.000000526314209,
1277,OS-UP,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-UP,,Urban Plaza Open Space,OSUPART62,0.001973160286706,0.000000171514146,"MULTIPOLYGON (((-71.056749522999951 42.376665005000064, -71.056548539999937 42.376859061000062, -71.056488169999966 42.376924686000052, -71.057085970999935 42.377087294000034, -71.057217262999984 42.377123006000033, -71.057048622999957 42.376860987000043, -71.056839454999988 42.376539810000054, -71.056749522999951 42.376665005000064)))"
1278,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.003919046333391,0.000000589406789,
1279,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.003461455138355,0.000000602951416,
1280,OS-P,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-P,,Parkland Open Space,OSPART62,0.005969497974909,0.000002191918089,
1281,OS-P,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-P,,Parkland Open Space,OSPART62,0.003371536714801,0.000000641334930,
1282,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.004345296919749,0.000000965208530,
1283,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003112445447606,0.000000324031018,
1284,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.003751235909989,0.000000644669790,
1285,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003049503535901,0.000000377692976,
1286,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.004073543387475,0.000000788645971,
1287,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.006071724365945,0.000001748561653,
1288,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003893158780237,0.000000533011580,
1289,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.008659567846131,0.000001846026027,
1290,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,Neighborhood Shoppin,0.003580516102041,0.000000544558037,
1291,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.003615237600560,0.000000498538149,
1292,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.012428681301984,0.000001169759603,
1293,OS-UP,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-UP,,Urban Plaza Open Space,OSUPART62,0.002892712117327,0.000000205167601,
1294,MFR,Charlestown Neighborhood,2E,62,Residential,Art62_MFR,1.000000000000000,Multifamily Residential,MFRART62,0.020514584647716,0.000015709651160,
1295,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.001255805635685,0.000000093686580,"MULTIPOLYGON (((-71.055446115999985 42.376740801000039, -71.055511920999948 42.376779484000053, -71.055667524999933 42.376870953000036, -71.055684730999985 42.376881067000056, -71.055935849999969 42.376633930000025, -71.05569778399996 42.376495617000046, -71.055446115999985 42.376740801000039)))"
1296,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.004908933678210,0.000000974576897,
1297,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.004228126652019,0.000001028039943,
1298,OS-UP,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-UP,,Urban Plaza Open Space,OSUPART62,0.002451240476188,0.000000330545488,
1299,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-2000,2.000000000000000,Three-Family Residential,3F2000ART62,0.066484848152018,0.000029905600086,
1300,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.004882723082287,0.000000969634839,
1301,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-2000,2.000000000000000,Three-Family Residential,3F2000ART62,0.003944923442209,0.000000573971867,
